## ================================================================================================================
## Date de Création du fichier     : 2022-11-28
## Auteur                          : Observatoire météorologique du petit-Séminaire Collège St Martial
## Créateur du fichier	           : Ralph Bathelemy (bathelemy@geoazur.unice.fr)
## Entité                          : URGEO - GEOAZUR - INRAE
## ================================================================================================================
## Nom station                     : ST-MICHEL
## ----------------------------------------------------------------------------------------------------------------
## Longitude                       : -72.333         ; (Moron et al., 2015 [°W])
## Latitude                        : 19.367          ; (Moron et al., 2015 [°N])
## Données manquantes              :   3             ; [%]
## Pluies disponibles              : 1920-01-01      ; 1940-12-31
## ================================================================================================================
## Champs----------------------------------------------------------------------------------------------------------
## Date                            : date [AAAA-MM-JJ]
## P                               : Pluie [mm/j]
## ================================================================================================================
## Moron, V., Frelat, R., Jean-Jeune, P.K., Gaucherel, C., 2015. Interannual and intra-annual variability of
## rainfall in Haiti (1905–2005). Clim. Dyn. 45, 915–932. https://doi.org/10.1007/s00382-014-2326-y
## ================================================================================================================

Date;	P
1937-07-12;	0
1937-07-13;	50
1937-07-14;	50
1937-07-15;	0
1937-07-16;	0
1937-07-17;	0
1937-07-18;	0
1937-07-19;	0
1937-07-20;	0
1937-07-21;	0
1937-07-22;	0
1937-07-23;	0
1937-07-24;	0
1937-07-25;	0
1937-07-26;	0
1937-07-27;	0
1937-07-28;	0
1937-07-29;	0
1937-07-30;	0
1937-07-31;	0
1937-08-01;	8
1937-08-02;	0
1937-08-03;	4
1937-08-04;	0
1937-08-05;	2
1937-08-06;	0
1937-08-07;	0
1937-08-08;	0
1937-08-09;	0
1937-08-10;	7.5
1937-08-11;	0
1937-08-12;	17.5
1937-08-13;	0.5
1937-08-14;	0
1937-08-15;	0
1937-08-16;	0
1937-08-17;	56.55
1937-08-18;	0
1937-08-19;	0
1937-08-20;	0
1937-08-21;	0
1937-08-22;	0
1937-08-23;	8.05
1937-08-24;	0
1937-08-25;	0
1937-08-26;	0
1937-08-27;	12.1
1937-08-28;	23.05
1937-08-29;	0
1937-08-30;	0
1937-08-31;	30.2
1937-09-01;	0
1937-09-02;	5.1
1937-09-03;	0
1937-09-04;	1.7
1937-09-05;	3.5
1937-09-06;	0
1937-09-07;	0
1937-09-08;	0
1937-09-09;	0
1937-09-10;	0
1937-09-11;	0
1937-09-12;	0
1937-09-13;	0
1937-09-14;	0
1937-09-15;	0
1937-09-16;	0
1937-09-17;	0
1937-09-18;	0
1937-09-19;	0
1937-09-20;	0
1937-09-21;	0
1937-09-22;	0
1937-09-23;	4.5
1937-09-24;	0
1937-09-25;	0
1937-09-26;	67.55
1937-09-27;	2
1937-09-28;	0
1937-09-29;	10
1937-09-30;	35.1
1937-10-01;	19.5
1937-10-02;	0
1937-10-03;	0
1937-10-04;	0
1937-10-05;	0
1937-10-06;	0
1937-10-07;	0
1937-10-08;	1.2
1937-10-09;	8.25
1937-10-10;	0
1937-10-11;	0
1937-10-12;	14.35
1937-10-13;	1.5
1937-10-14;	0
1937-10-15;	0
1937-10-16;	0
1937-10-17;	0
1937-10-18;	0
1937-10-19;	0
1937-10-20;	0
1937-10-21;	0
1937-10-22;	0
1937-10-23;	0
1937-10-24;	0
1937-10-25;	0
1937-10-26;	0
1937-10-27;	0
1937-10-28;	0
1937-10-29;	18.65
1937-10-30;	1
1937-10-31;	28
1937-11-01;	0
1937-11-02;	0
1937-11-03;	8.5
1937-11-04;	7.45
1937-11-05;	0
1937-11-06;	0
1937-11-07;	0
1937-11-08;	21.5
1937-11-09;	0
1937-11-10;	0
1937-11-11;	0
1937-11-12;	0
1937-11-13;	0
1937-11-14;	0
1937-11-15;	0
1937-11-16;	9.25
1937-11-17;	0
1937-11-18;	7.55
1937-11-19;	0
1937-11-20;	3.4
1937-11-21;	0
1937-11-22;	0
1937-11-23;	0
1937-11-24;	1.35
1937-11-25;	1.5
1937-11-26;	1.8
1937-11-27;	0
1937-11-28;	0
1937-11-29;	0
1937-11-30;	0.25
1937-12-01;	24.25
1937-12-02;	0
1937-12-03;	1
1937-12-04;	0
1937-12-05;	2
1937-12-06;	0
1937-12-07;	1.5
1937-12-08;	0.5
1937-12-09;	25
1937-12-10;	0
1937-12-11;	0
1937-12-12;	0
1937-12-13;	0
1937-12-14;	0
1937-12-15;	0
1937-12-16;	0
1937-12-17;	0
1937-12-18;	0
1937-12-19;	0
1937-12-20;	0
1937-12-21;	0
1937-12-22;	0
1937-12-23;	0
1937-12-24;	0
1937-12-25;	0
1937-12-26;	0
1937-12-27;	0
1937-12-28;	0
1937-12-29;	0
1937-12-30;	0
1937-12-31;	0
1938-01-01;	0
1938-01-02;	0
1938-01-03;	0
1938-01-04;	0
1938-01-05;	0
1938-01-06;	0
1938-01-07;	0
1938-01-08;	0
1938-01-09;	0
1938-01-10;	0
1938-01-11;	0
1938-01-12;	0
1938-01-13;	0
1938-01-14;	0
1938-01-15;	0
1938-01-16;	0
1938-01-17;	0
1938-01-18;	0
1938-01-19;	0.5
1938-01-20;	0
1938-01-21;	0
1938-01-22;	0
1938-01-23;	0
1938-01-24;	0
1938-01-25;	0
1938-01-26;	0
1938-01-27;	0
1938-01-28;	2
1938-01-29;	0
1938-01-30;	0
1938-01-31;	0
1938-02-01;	51.15
1938-02-02;	23.95
1938-02-03;	1.25
1938-02-04;	0
1938-02-05;	0
1938-02-06;	0
1938-02-07;	0
1938-02-08;	0
1938-02-09;	0
1938-02-10;	0
1938-02-11;	0
1938-02-12;	0
1938-02-13;	0
1938-02-14;	0
1938-02-15;	0
1938-02-16;	0
1938-02-17;	0
1938-02-18;	0
1938-02-19;	0
1938-02-20;	0
1938-02-21;	0
1938-02-22;	0
1938-02-23;	0
1938-02-24;	0
1938-02-25;	0
1938-02-26;	0
1938-02-27;	0
1938-02-28;	0
1938-03-01;	0.7
1938-03-02;	0
1938-03-03;	0
1938-03-04;	0
1938-03-05;	0
1938-03-06;	0
1938-03-07;	0
1938-03-08;	0
1938-03-09;	0
1938-03-10;	0
1938-03-11;	0
1938-03-12;	0
1938-03-13;	0
1938-03-14;	0
1938-03-15;	0
1938-03-16;	0
1938-03-17;	0
1938-03-18;	0
1938-03-19;	0
1938-03-20;	0
1938-03-21;	0
1938-03-22;	0
1938-03-23;	0
1938-03-24;	0
1938-03-25;	2.25
1938-03-26;	0
1938-03-27;	0
1938-03-28;	0
1938-03-29;	0
1938-03-30;	0
1938-03-31;	0
1938-04-01;	0
1938-04-02;	0
1938-04-03;	0
1938-04-04;	0
1938-04-05;	0
1938-04-06;	0
1938-04-07;	0
1938-04-08;	0
1938-04-09;	2.7
1938-04-10;	2
1938-04-11;	0
1938-04-12;	0
1938-04-13;	0
1938-04-14;	0
1938-04-15;	0.55
1938-04-16;	0
1938-04-17;	0
1938-04-18;	0
1938-04-19;	0
1938-04-20;	0
1938-04-21;	0
1938-04-22;	3.6
1938-04-23;	0
1938-04-24;	0
1938-04-25;	0
1938-04-26;	0
1938-04-27;	0
1938-04-28;	0
1938-04-29;	0
1938-04-30;	0
1938-05-01;	0
1938-05-02;	16.85
1938-05-03;	0
1938-05-04;	10.85
1938-05-05;	0
1938-05-06;	63
1938-05-07;	24
1938-05-08;	1.8
1938-05-09;	0
1938-05-10;	0
1938-05-11;	0.35
1938-05-12;	0
1938-05-13;	0
1938-05-14;	0
1938-05-15;	0
1938-05-16;	0
1938-05-17;	0
1938-05-18;	0
1938-05-19;	10
1938-05-20;	0
1938-05-21;	0
1938-05-22;	0
1938-05-23;	0
1938-05-24;	0
1938-05-25;	0
1938-05-26;	0
1938-05-27;	0
1938-05-28;	13.35
1938-05-29;	38.4
1938-05-30;	0
1938-05-31;	0
1938-06-01;	24
1938-06-02;	37.1
1938-06-03;	0
1938-06-04;	0
1938-06-05;	3.75
1938-06-06;	0
1938-06-07;	0
1938-06-08;	0
1938-06-09;	36.4
1938-06-10;	4.85
1938-06-11;	0
1938-06-12;	0
1938-06-13;	2.45
1938-06-14;	0.25
1938-06-15;	0
1938-06-16;	0
1938-06-17;	0
1938-06-18;	25
1938-06-19;	6.5
1938-06-20;	0
1938-06-21;	0
1938-06-22;	0
1938-06-23;	0
1938-06-24;	0.5
1938-06-25;	0
1938-06-26;	0
1938-06-27;	0
1938-06-28;	0
1938-06-29;	2.25
1938-06-30;	3.2
1938-07-01;	12.5
1938-07-02;	0
1938-07-03;	0
1938-07-04;	0
1938-07-05;	12.5
1938-07-06;	0.1
1938-07-07;	0
1938-07-08;	0
1938-07-09;	0
1938-07-10;	0
1938-07-11;	15
1938-07-12;	4
1938-07-13;	0
1938-07-14;	10
1938-07-15;	0
1938-07-16;	0
1938-07-17;	7
1938-07-18;	0
1938-07-19;	0
1938-07-20;	2.5
1938-07-21;	3
1938-07-22;	5
1938-07-23;	0
1938-07-24;	0
1938-07-25;	2.5
1938-07-26;	0
1938-07-27;	0
1938-07-28;	0
1938-07-29;	0
1938-07-30;	3
1938-07-31;	0
1938-08-01;	0
1938-08-02;	0
1938-08-03;	0
1938-08-04;	0
1938-08-05;	0
1938-08-06;	0
1938-08-07;	0
1938-08-08;	0
1938-08-09;	18.5
1938-08-10;	0
1938-08-11;	0.5
1938-08-12;	0
1938-08-13;	0
1938-08-14;	0
1938-08-15;	0
1938-08-16;	0
1938-08-17;	0
1938-08-18;	0
1938-08-19;	0
1938-08-20;	0
1938-08-21;	4
1938-08-22;	0.5
1938-08-23;	0
1938-08-24;	18.5
1938-08-25;	0
1938-08-26;	1
1938-08-27;	0
1938-08-28;	0
1938-08-29;	0
1938-08-30;	0
1938-08-31;	0
1938-09-01;	1
1938-09-02;	4
1938-09-03;	0.25
1938-09-04;	32.25
1938-09-05;	36.25
1938-09-06;	13.65
1938-09-07;	0
1938-09-08;	0
1938-09-09;	0
1938-09-10;	20.85
1938-09-11;	3.4
1938-09-12;	10.85
1938-09-13;	0
1938-09-14;	0
1938-09-15;	2.75
1938-09-16;	8.5
1938-09-17;	0
1938-09-18;	0
1938-09-19;	0
1938-09-20;	0
1938-09-21;	11
1938-09-22;	12.75
1938-09-23;	0
1938-09-24;	0
1938-09-25;	0
1938-09-26;	0
1938-09-27;	0
1938-09-28;	0
1938-09-29;	0
1938-09-30;	7.5
1938-10-01;	0
1938-10-02;	0
1938-10-03;	2.5
1938-10-04;	12.35
1938-10-05;	14.5
1938-10-06;	1
1938-10-07;	1
1938-10-08;	6.15
1938-10-09;	0
1938-10-10;	0
1938-10-11;	0
1938-10-12;	0
1938-10-13;	0
1938-10-14;	0
1938-10-15;	0
1938-10-16;	0
1938-10-17;	0
1938-10-18;	0
1938-10-19;	0
1938-10-20;	0
1938-10-21;	0
1938-10-22;	0
1938-10-23;	0
1938-10-24;	0
1938-10-25;	0
1938-10-26;	0
1938-10-27;	0
1938-10-28;	0
1938-10-29;	0
1938-10-30;	0
1938-10-31;	1.55
1938-11-01;	0
1938-11-02;	0
1938-11-03;	0
1938-11-04;	0
1938-11-05;	0
1938-11-06;	0
1938-11-07;	0
1938-11-08;	30.5
1938-11-09;	4.95
1938-11-10;	21.1
1938-11-11;	0
1938-11-12;	0
1938-11-13;	0
1938-11-14;	0
1938-11-15;	0
1938-11-16;	0
1938-11-17;	0
1938-11-18;	0
1938-11-19;	0
1938-11-20;	0
1938-11-21;	0
1938-11-22;	0
1938-11-23;	0
1938-11-24;	0
1938-11-25;	0
1938-11-26;	0
1938-11-27;	0
1938-11-28;	0
1938-11-29;	0
1938-11-30;	0
1938-12-01;	0
1938-12-02;	0
1938-12-03;	0.6
1938-12-04;	0
1938-12-05;	0
1938-12-06;	0
1938-12-07;	0
1938-12-08;	0
1938-12-09;	0
1938-12-10;	0
1938-12-11;	0
1938-12-12;	0
1938-12-13;	0
1938-12-14;	0
1938-12-15;	0
1938-12-16;	1.4
1938-12-17;	0
1938-12-18;	0
1938-12-19;	0
1938-12-20;	0
1938-12-21;	0
1938-12-22;	0
1938-12-23;	0
1938-12-24;	0
1938-12-25;	0
1938-12-26;	0
1938-12-27;	0
1938-12-28;	0
1938-12-29;	0
1938-12-30;	0
1938-12-31;	0
1939-01-01;	0
1939-01-02;	0
1939-01-03;	0
1939-01-04;	0
1939-01-05;	0
1939-01-06;	0
1939-01-07;	0
1939-01-08;	0
1939-01-09;	0
1939-01-10;	0
1939-01-11;	0
1939-01-12;	0
1939-01-13;	0
1939-01-14;	0
1939-01-15;	0
1939-01-16;	0
1939-01-17;	0
1939-01-18;	0
1939-01-19;	0.5
1939-01-20;	0
1939-01-21;	0
1939-01-22;	0
1939-01-23;	0
1939-01-24;	0
1939-01-25;	0
1939-01-26;	0
1939-01-27;	0
1939-01-28;	0
1939-01-29;	0
1939-01-30;	0
1939-01-31;	0
1939-02-01;	0
1939-02-02;	0
1939-02-03;	0
1939-02-04;	0
1939-02-05;	0
1939-02-06;	0
1939-02-07;	0
1939-02-08;	0
1939-02-09;	0
1939-02-10;	0
1939-02-11;	0
1939-02-12;	0
1939-02-13;	0
1939-02-14;	0
1939-02-15;	0
1939-02-16;	0
1939-02-17;	0
1939-02-18;	0
1939-02-19;	0
1939-02-20;	0
1939-02-21;	0
1939-02-22;	0
1939-02-23;	0
1939-02-24;	0
1939-02-25;	0
1939-02-26;	0
1939-02-27;	0
1939-02-28;	0
1939-03-01;	0
1939-03-02;	0
1939-03-03;	0
1939-03-04;	0
1939-03-05;	0
1939-03-06;	0
1939-03-07;	0
1939-03-08;	0
1939-03-09;	0
1939-03-10;	0
1939-03-11;	0
1939-03-12;	0
1939-03-13;	0
1939-03-14;	0
1939-03-15;	0
1939-03-16;	6.5
1939-03-17;	0.75
1939-03-18;	25.65
1939-03-19;	5.5
1939-03-20;	18.85
1939-03-21;	0.5
1939-03-22;	0
1939-03-23;	0
1939-03-24;	0
1939-03-25;	0
1939-03-26;	0
1939-03-27;	0
1939-03-28;	0
1939-03-29;	0
1939-03-30;	0.6
1939-03-31;	9.6
1939-04-01;	0
1939-04-02;	0
1939-04-03;	5.9
1939-04-04;	0
1939-04-05;	0
1939-04-06;	0
1939-04-07;	0
1939-04-08;	0
1939-04-09;	0
1939-04-10;	0
1939-04-11;	0
1939-04-12;	0
1939-04-13;	0
1939-04-14;	0
1939-04-15;	0
1939-04-16;	0
1939-04-17;	0
1939-04-18;	0
1939-04-19;	0
1939-04-20;	0
1939-04-21;	0
1939-04-22;	0
1939-04-23;	0
1939-04-24;	0
1939-04-25;	0
1939-04-26;	0
1939-04-27;	0
1939-04-28;	0
1939-04-29;	2.1
1939-04-30;	1.5
1939-05-01;	2.25
1939-05-02;	36
1939-05-03;	0
1939-05-04;	2.25
1939-05-05;	0
1939-05-06;	0
1939-05-07;	0
1939-05-08;	0
1939-05-09;	0
1939-05-10;	0
1939-05-11;	0
1939-05-12;	0
1939-05-13;	12.8
1939-05-14;	0
1939-05-15;	0
1939-05-16;	6.9
1939-05-17;	1.3
1939-05-18;	4.05
1939-05-19;	4.15
1939-05-20;	0
1939-05-21;	0
1939-05-22;	6.6
1939-05-23;	6.2
1939-05-24;	0
1939-05-25;	4.15
1939-05-26;	4.5
1939-05-27;	16.1
1939-05-28;	9.8
1939-05-29;	4.5
1939-05-30;	0
1939-05-31;	0
1939-06-01;	0
1939-06-02;	0
1939-06-03;	0
1939-06-04;	5.1
1939-06-05;	0
1939-06-06;	1
1939-06-07;	0
1939-06-08;	0
1939-06-09;	12.5
1939-06-10;	13.5
1939-06-11;	0
1939-06-12;	0
1939-06-13;	0
1939-06-14;	2
1939-06-15;	0
1939-06-16;	2.6
1939-06-17;	2.1
1939-06-18;	0
1939-06-19;	0
1939-06-20;	3.95
1939-06-21;	32.5
1939-06-22;	53.25
1939-06-23;	1.9
1939-06-24;	4
1939-06-25;	8.5
1939-06-26;	4.7
1939-06-27;	0
1939-06-28;	0
1939-06-29;	0
1939-06-30;	0
1939-07-01;	0
1939-07-02;	0
1939-07-03;	0
1939-07-04;	0
1939-07-05;	0
1939-07-06;	51.75
1939-07-07;	6.1
1939-07-08;	7.5
1939-07-09;	0
1939-07-10;	3.75
1939-07-11;	0
1939-07-12;	5.7
1939-07-13;	0
1939-07-14;	0
1939-07-15;	0
1939-07-16;	0
1939-07-17;	0
1939-07-18;	7.95
1939-07-19;	26.85
1939-07-20;	0
1939-07-21;	19.1
1939-07-22;	0
1939-07-23;	0
1939-07-24;	4.45
1939-07-25;	0
1939-07-26;	0
1939-07-27;	0
1939-07-28;	0
1939-07-29;	0
1939-07-30;	0
1939-07-31;	0
1939-08-01;	0
1939-08-02;	2
1939-08-03;	10
1939-08-04;	9.5
1939-08-05;	0
1939-08-06;	6.5
1939-08-07;	0
1939-08-08;	0
1939-08-09;	9.5
1939-08-10;	0
1939-08-11;	2
1939-08-12;	0
1939-08-13;	0
1939-08-14;	0
1939-08-15;	0
1939-08-16;	0
1939-08-17;	0
1939-08-18;	0
1939-08-19;	12.5
1939-08-20;	0.5
1939-08-21;	0
1939-08-22;	0
1939-08-23;	0
1939-08-24;	0
1939-08-25;	0
1939-08-26;	0
1939-08-27;	0
1939-08-28;	14.15
1939-08-29;	0
1939-08-30;	0
1939-08-31;	0
1939-09-01;	2.65
1939-09-02;	70.25
1939-09-03;	0
1939-09-04;	55.75
1939-09-05;	11.3
1939-09-06;	0
1939-09-07;	7.2
1939-09-08;	0.25
1939-09-09;	0
1939-09-10;	5.7
1939-09-11;	34.75
1939-09-12;	0
1939-09-13;	0
1939-09-14;	9.55
1939-09-15;	0
1939-09-16;	0
1939-09-17;	14.35
1939-09-18;	5.55
1939-09-19;	0
1939-09-20;	4.1
1939-09-21;	10.1
1939-09-22;	0
1939-09-23;	0
1939-09-24;	0
1939-09-25;	0.5
1939-09-26;	0
1939-09-27;	0
1939-09-28;	0
1939-09-29;	0
1939-09-30;	65.2
1939-10-01;	0
1939-10-02;	1.6
1939-10-03;	0
1939-10-04;	33.5
1939-10-05;	2.95
1939-10-06;	0
1939-10-07;	0
1939-10-08;	0
1939-10-09;	0
1939-10-10;	0
1939-10-11;	0
1939-10-12;	0
1939-10-13;	0
1939-10-14;	8.55
1939-10-15;	0
1939-10-16;	56.4
1939-10-17;	0.5
1939-10-18;	0
1939-10-19;	0
1939-10-20;	0
1939-10-21;	0
1939-10-22;	0
1939-10-23;	0
1939-10-24;	0
1939-10-25;	0
1939-10-26;	0
1939-10-27;	0
1939-10-28;	0
1939-10-29;	3.9
1939-10-30;	8.6
1939-10-31;	1.55
1939-11-01;	45
1939-11-02;	0
1939-11-03;	0
1939-11-04;	0
1939-11-05;	0
1939-11-06;	14.8
1939-11-07;	7.85
1939-11-08;	4.85
1939-11-09;	0
1939-11-10;	0
1939-11-11;	0
1939-11-12;	0
1939-11-13;	0
1939-11-14;	0
1939-11-15;	0
1939-11-16;	0
1939-11-17;	0
1939-11-18;	0
1939-11-19;	0
1939-11-20;	5.7
1939-11-21;	1.1
1939-11-22;	0.95
1939-11-23;	0
1939-11-24;	0
1939-11-25;	0
1939-11-26;	6.4
1939-11-27;	0
1939-11-28;	0
1939-11-29;	0
1939-11-30;	0
1939-12-01;	0
1939-12-02;	0
1939-12-03;	0
1939-12-04;	0
1939-12-05;	0
1939-12-06;	0
1939-12-07;	0
1939-12-08;	0
1939-12-09;	0
1939-12-10;	0
1939-12-11;	0
1939-12-12;	0
1939-12-13;	0
1939-12-14;	0
1939-12-15;	0
1939-12-16;	0
1939-12-17;	0
1939-12-18;	0
1939-12-19;	0
1939-12-20;	0
1939-12-21;	0
1939-12-22;	0
1939-12-23;	0
1939-12-24;	0
1939-12-25;	0
1939-12-26;	0
1939-12-27;	0
1939-12-28;	0
1939-12-29;	0
1939-12-30;	0
1939-12-31;	0
1940-01-01;	0
1940-01-02;	0
1940-01-03;	0
1940-01-04;	0
1940-01-05;	0
1940-01-06;	0
1940-01-07;	0
1940-01-08;	0
1940-01-09;	0
1940-01-10;	0
1940-01-11;	0
1940-01-12;	0
1940-01-13;	0
1940-01-14;	0
1940-01-15;	0
1940-01-16;	0
1940-01-17;	0
1940-01-18;	15.75
1940-01-19;	0
1940-01-20;	0
1940-01-21;	0
1940-01-22;	0
1940-01-23;	0
1940-01-24;	0.55
1940-01-25;	0
1940-01-26;	0
1940-01-27;	13.45
1940-01-28;	0
1940-01-29;	0
1940-01-30;	1.05
1940-01-31;	0
1940-02-01;	0
1940-02-02;	0
1940-02-03;	0
1940-02-04;	0
1940-02-05;	0
1940-02-06;	0
1940-02-07;	0
1940-02-08;	0
1940-02-09;	0
1940-02-10;	0
1940-02-11;	0
1940-02-12;	0.85
1940-02-13;	2
1940-02-14;	0
1940-02-15;	2.75
1940-02-16;	0
1940-02-17;	0
1940-02-18;	0
1940-02-19;	0
1940-02-20;	0
1940-02-21;	0
1940-02-22;	0
1940-02-23;	0
1940-02-24;	0
1940-02-25;	1.75
1940-02-26;	10.1
1940-02-27;	0
1940-02-28;	0
1940-02-29;	0
1940-03-01;	0
1940-03-02;	0
1940-03-03;	0
1940-03-04;	0
1940-03-05;	0
1940-03-06;	0
1940-03-07;	0
1940-03-08;	0
1940-03-09;	0
1940-03-10;	0
1940-03-11;	0
1940-03-12;	0
1940-03-13;	0
1940-03-14;	0
1940-03-15;	0
1940-03-16;	0
1940-03-17;	0
1940-03-18;	0
1940-03-19;	0
1940-03-20;	0
1940-03-21;	0
1940-03-22;	0
1940-03-23;	1.6
1940-03-24;	24.25
1940-03-25;	0.75
1940-03-26;	1
1940-03-27;	0
1940-03-28;	0
1940-03-29;	0
1940-03-30;	0
1940-03-31;	0
1940-04-01;	0
1940-04-02;	0
1940-04-03;	0
1940-04-04;	0
1940-04-05;	0
1940-04-06;	0
1940-04-07;	0
1940-04-08;	0
1940-04-09;	0
1940-04-10;	0.5
1940-04-11;	2.75
1940-04-12;	0
1940-04-13;	0
1940-04-14;	0
1940-04-15;	0
1940-04-16;	0
1940-04-17;	0
1940-04-18;	0
1940-04-19;	0
1940-04-20;	0
1940-04-21;	0
1940-04-22;	0
1940-04-23;	25
1940-04-24;	25
1940-04-25;	0
1940-04-26;	3.6
1940-04-27;	10.6
1940-04-28;	0
1940-04-29;	0
1940-04-30;	0
1940-05-01;	0
1940-05-02;	0.9
1940-05-03;	2.9
1940-05-04;	43.75
1940-05-05;	0
1940-05-06;	0
1940-05-07;	0
1940-05-08;	0
1940-05-09;	9.5
1940-05-10;	1.85
1940-05-11;	1.75
1940-05-12;	3
1940-05-13;	0
1940-05-14;	0
1940-05-15;	0
1940-05-16;	0
1940-05-17;	2.5
1940-05-18;	3.75
1940-05-19;	0
1940-05-20;	0
1940-05-21;	0
1940-05-22;	6.75
1940-05-23;	12.2
1940-05-24;	68.75
1940-05-25;	5.25
1940-05-26;	4
1940-05-27;	5.75
1940-05-28;	0
1940-05-29;	70.7
1940-05-30;	0
1940-05-31;	0
1940-06-01;	0
1940-06-02;	18.6
1940-06-03;	6.85
1940-06-04;	0
1940-06-05;	0
1940-06-06;	0
1940-06-07;	0
1940-06-08;	0
1940-06-09;	21.5
1940-06-10;	0
1940-06-11;	0
1940-06-12;	0
1940-06-13;	9.5
1940-06-14;	0
1940-06-15;	0
1940-06-16;	0
1940-06-17;	0
1940-06-18;	0
1940-06-19;	0
1940-06-20;	19
1940-06-21;	1.9
1940-06-22;	0
1940-06-23;	28.3
1940-06-24;	1
1940-06-25;	0
1940-06-26;	0
1940-06-27;	19.25
1940-06-28;	2.5
1940-06-29;	19.5
1940-06-30;	0
1940-07-01;	4.15
1940-07-02;	0.75
1940-07-03;	0
1940-07-04;	0
1940-07-05;	0
1940-07-06;	0
1940-07-07;	0
1940-07-08;	0
1940-07-09;	0
1940-07-10;	0
1940-07-11;	0
1940-07-12;	0
1940-07-13;	2.75
1940-07-14;	0
1940-07-15;	0
1940-07-16;	15.25
1940-07-17;	0
1940-07-18;	3.5
1940-07-19;	0
1940-07-20;	0
1940-07-21;	1
1940-07-22;	0
1940-07-23;	0
1940-07-24;	25
1940-07-25;	7
1940-07-26;	0
1940-07-27;	0
1940-07-28;	0
1940-07-29;	0
1940-07-30;	0
1940-07-31;	0
1940-08-01;	0
1940-08-02;	0
1940-08-03;	0
1940-08-04;	0
1940-08-05;	0
1940-08-06;	0
1940-08-07;	0
1940-08-08;	0
1940-08-09;	0
1940-08-10;	22.25
1940-08-11;	19.5
1940-08-12;	0
1940-08-13;	26.8
1940-08-14;	2.05
1940-08-15;	0
1940-08-16;	0
1940-08-17;	0
1940-08-18;	0
1940-08-19;	7.35
1940-08-20;	0
1940-08-21;	0
1940-08-22;	0
1940-08-23;	5.1
1940-08-24;	0.75
1940-08-25;	4.9
1940-08-26;	0
1940-08-27;	0
1940-08-28;	0
1940-08-29;	2.3
1940-08-30;	0
1940-08-31;	0
1940-09-01;	0
1940-09-02;	0
1940-09-03;	15.4
1940-09-04;	34.3
1940-09-05;	62.75
1940-09-06;	4.7
1940-09-07;	0
1940-09-08;	0
1940-09-09;	27.7
1940-09-10;	0
1940-09-11;	0
1940-09-12;	0
1940-09-13;	0
1940-09-14;	9
1940-09-15;	0.5
1940-09-16;	0
1940-09-17;	0
1940-09-18;	0
1940-09-19;	54.8
1940-09-20;	11.75
1940-09-21;	8.5
1940-09-22;	5.75
1940-09-23;	28.6
1940-09-24;	6.1
1940-09-25;	0
1940-09-26;	0
1940-09-27;	34.75
1940-09-28;	36
1940-09-29;	4.25
1940-09-30;	0
1940-10-01;	0
1940-10-02;	0
1940-10-03;	41
1940-10-04;	13.75
1940-10-05;	8.25
1940-10-06;	4.1
1940-10-07;	0.5
1940-10-08;	2.5
1940-10-09;	12.75
1940-10-10;	0
1940-10-11;	0
1940-10-12;	0
1940-10-13;	0
1940-10-14;	0.7
1940-10-15;	0
1940-10-16;	0
1940-10-17;	0
1940-10-18;	0
1940-10-19;	3.75
1940-10-20;	2.85
1940-10-21;	31.75
1940-10-22;	0.5
1940-10-23;	9.25
1940-10-24;	8.25
1940-10-25;	0
1940-10-26;	0
1940-10-27;	0
1940-10-28;	0
1940-10-29;	0
1940-10-30;	0
1940-10-31;	0
1940-11-01;	0
1940-11-02;	0
1940-11-03;	0
1940-11-04;	0
1940-11-05;	0
1940-11-06;	0
1940-11-07;	0
1940-11-08;	0
1940-11-09;	9.5
1940-11-10;	0
1940-11-11;	0
1940-11-12;	0
1940-11-13;	0
1940-11-14;	0
1940-11-15;	6.65
1940-11-16;	5.35
1940-11-17;	0
1940-11-18;	0
1940-11-19;	0
1940-11-20;	0
1940-11-21;	0
1940-11-22;	0
1940-11-23;	0
1940-11-24;	0
1940-11-25;	0
1940-11-26;	0
1940-11-27;	0
1940-11-28;	0
1940-11-29;	0
1940-11-30;	0
1940-12-01;	0
1940-12-02;	0
1940-12-03;	0
1940-12-04;	0
1940-12-05;	0
1940-12-06;	0
1940-12-07;	0
1940-12-08;	0
1940-12-09;	0
1940-12-10;	0
1940-12-11;	0
1940-12-12;	0
1940-12-13;	0
1940-12-14;	0
1940-12-15;	0
1940-12-16;	0
1940-12-17;	0
1940-12-18;	0
1940-12-19;	0
1940-12-20;	0
1940-12-21;	0
1940-12-22;	0
1940-12-23;	0
1940-12-24;	0
1940-12-25;	0
1940-12-26;	0
1940-12-27;	10.7
1940-12-28;	0
1940-12-29;	0
1940-12-30;	0
1940-12-31;	0
